Time,bcglpid01,bcglpiw01,bcocpl01,bcocpl02,bcocpl41,bcocpl42,bcpxkv01,bcpxkv02,bcpxkv03,bcrepo01
2022-01-14T05:20:00+07:00,0,0,0,0.005,0,0,0,0,0.005,0.07
2022-01-14T05:40:00+07:00,0,0,0.075,0,0,0,0,0.0025,0,0
2022-01-14T06:00:00+07:00,0,0,0,0,0.025,0,0,0,0,0
2022-01-14T06:20:00+07:00,0,0,0.005,0.01,0,0,0.0025,0,0,0
2022-01-14T06:40:00+07:00,0,0,0,0,0.005,0,0.0025,0,0.0475,0.01
2022-01-14T07:00:00+07:00,0,0,0,0,0,0,0,0,0.0175,0.01
2022-01-14T07:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T07:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T08:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T08:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T08:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T09:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T09:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T09:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T10:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T10:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T10:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T11:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T11:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T11:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T12:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T12:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T12:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T13:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T13:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T13:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T14:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T14:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T14:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T15:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T15:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T15:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T16:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T16:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T16:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T17:00:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T17:20:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T17:40:00+07:00,null,null,null,null,null,null,null,null,null,null
2022-01-14T18:00:00+07:00,0,0,0,0,0,0,0,0.005,0.01,0
2022-01-14T18:20:00+07:00,0,0,0,0,0,0,0.0025,0.0075,0,0
2022-01-14T18:40:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-14T19:00:00+07:00,0,0,0.045,0,0,0,0.0025,0.0075,0.015,0
2022-01-14T19:20:00+07:00,0,0,0,0,0,0,0.0125,0.0575,0,0
2022-01-14T19:40:00+07:00,0,0,0.02,0,0,0,0.0025,0.015,0.0075,0
2022-01-14T20:00:00+07:00,0,0,0,0,0.025,0,0,0,0,0
2022-01-14T20:20:00+07:00,0,0,0,0,0.005,0,0.035,0.005,0.04,0
2022-01-14T20:40:00+07:00,0,0,0,0,0,0,0.02,0,0,0
2022-01-14T21:00:00+07:00,0,0,0.03,0,0,0,0,0.005,0,0
2022-01-14T21:20:00+07:00,0,0,0,0,0.04,0.015,0.0125,0,0,0
2022-01-14T21:40:00+07:00,0,0,0,0,0.025,0,0.005,0.005,0.0075,0
2022-01-14T22:00:00+07:00,0,0,0,0,0,0,0,0.0025,0.015,0
2022-01-14T22:20:00+07:00,0,0.005,0.01,0,0,0,0,0.01,0,0
2022-01-14T22:40:00+07:00,0,0,0,0,0,0,0,0,0.0025,0
2022-01-14T23:00:00+07:00,0,0,0,0,0,0,0.0075,0,0,0
2022-01-14T23:20:00+07:00,0,0,0,0,0.015,0.015,0.0025,0,0.065,0
2022-01-14T23:40:00+07:00,0,0,0,0,0,0,0.005,0,0,0
2022-01-15T00:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T00:20:00+07:00,0,0,0,0.02,0,0,0,0.005,0.0375,0
2022-01-15T00:40:00+07:00,0,0,0,0,0,0,0,0,0.065,0
2022-01-15T01:00:00+07:00,0,0,0,0,0,0,0.0175,0,0.04,0
2022-01-15T01:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T01:40:00+07:00,0,0,0.03,0.015,0,0,0.0075,0,0,0
2022-01-15T02:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T02:20:00+07:00,0,0,0,0,0.015,0,0,0.03,0.0025,0
2022-01-15T02:40:00+07:00,0,0,0.005,0,0,0,0.01,0,0.0075,0
2022-01-15T03:00:00+07:00,0,0,0,0,0.02,0,0,0,0.005,0
2022-01-15T03:20:00+07:00,0.005,0,0.04,0,0,0,0.0025,0.0075,0,0.02
2022-01-15T03:40:00+07:00,0.006666667,0,0,0,0,0,0.0125,0.0825,0,0
2022-01-15T04:00:00+07:00,0,0,0,0,0.005,0,0.005,0.0025,0,0
2022-01-15T04:20:00+07:00,0,0,0,0,0,0,0,0.025,0,0.005
2022-01-15T04:40:00+07:00,0,0,0,0,0,0,0.0475,0.005,0,0.005
2022-01-15T05:00:00+07:00,0.001666667,0,0,0,0,0.035,0.0325,0,0.005,0
2022-01-15T05:20:00+07:00,0,0,0.055,0,0,0,0,0.0175,0.0725,0
2022-01-15T05:40:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T06:00:00+07:00,0,0.01,0,0,0.005,0,0.0025,0,0.0025,0
2022-01-15T06:20:00+07:00,0,0,0,0,0,0,0.0075,0,0.005,0
2022-01-15T06:40:00+07:00,0,0.005,0,0,0.03,0,0,0.04,0,0
2022-01-15T07:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T07:20:00+07:00,0,0,0.01,0,0.01,0,0.0075,0.0175,0.035,0
2022-01-15T07:40:00+07:00,0,0,0,0,0.01,0,0,0,0.0275,0
2022-01-15T08:00:00+07:00,0,0,0,0,0,0,0,0,0.005,0
2022-01-15T08:20:00+07:00,0,0,0,0,0,0,0.0025,0,0.005,0
2022-01-15T08:40:00+07:00,0,0,0,0,0,0,0,0,0.0425,0
2022-01-15T09:00:00+07:00,0,0,0,0,0,0,0.0125,0,0.0425,0
2022-01-15T09:20:00+07:00,0,0,0.005,0,0.005,0,0.01,0,0,0
2022-01-15T09:40:00+07:00,0,0,0.045,0.075,0,0,0.0025,0,0.005,0.33
2022-01-15T10:00:00+07:00,0,0,0.01,0,0,0,0.0375,0,0,0
2022-01-15T10:20:00+07:00,0,0.005,0,0,0.01,0,0.0025,0,0,0
2022-01-15T10:40:00+07:00,0,0,0,0,0,0,0.025,0.025,0,0
2022-01-15T11:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T11:20:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T11:40:00+07:00,0,0,0,0,0,0.125,0.0025,0.0125,0,0.04
2022-01-15T12:00:00+07:00,0,0.03,0.005,0,0,0,0.0125,0.0775,0,0
2022-01-15T12:20:00+07:00,0,0,0,0,0,0,0,0.0025,0.0025,0
2022-01-15T12:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0
2022-01-15T13:00:00+07:00,0,0,0,0,0,0,0.045,0,0,0
2022-01-15T13:20:00+07:00,0,0,0,0,0.005,0,0.03,0,0,0
2022-01-15T13:40:00+07:00,0,0,0.035,0,0,0,0,0.0175,0,0.005
2022-01-15T14:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T14:20:00+07:00,0.013333333,0,0,0,0.005,0,0,0,0.0025,0
2022-01-15T14:40:00+07:00,0,0,0,0,0,0,0,0.0075,0.0075,0
2022-01-15T15:00:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T15:20:00+07:00,0,0,0.015,0,0,0,0,0,0,0
2022-01-15T15:40:00+07:00,0,0.015,0,0,0,0,0,0,0.005,0.005
2022-01-15T16:00:00+07:00,0,0,0,0,0,0,0,0,0.045,0
2022-01-15T16:20:00+07:00,0,0,0.005,0,0.04,0,0,0,0,0
2022-01-15T16:40:00+07:00,0,0,0,0,0,0,0.005,0,0,0
2022-01-15T17:00:00+07:00,0,0,0.015,0,0,0,0.0175,0.0025,0.03,0
2022-01-15T17:20:00+07:00,0,0,0.005,0,0.185,0,0,0,0.0375,0.01
2022-01-15T17:40:00+07:00,0,0,0,0,0.01,0,0.0175,0.0025,0,0.015
2022-01-15T18:00:00+07:00,0,0,0,0,0.015,0,0.04,0.02,0,0
2022-01-15T18:20:00+07:00,0,0,0.03,0,0,0,0.01,0,0,0
2022-01-15T18:40:00+07:00,0,0,0.01,0,0,0.005,0,0.0025,0,0.005
2022-01-15T19:00:00+07:00,0,0,0,0,0.015,0,0.005,0.02,0,0
2022-01-15T19:20:00+07:00,0,0,0.01,0,0,0,0,0,0.0075,0
2022-01-15T19:40:00+07:00,0,0,0,0,0,0,0,0.005,0,0.055
2022-01-15T20:00:00+07:00,0,0,0,0.035,0.055,0,0.0075,0.0125,0,0.02
2022-01-15T20:20:00+07:00,0,0,0.005,0,0,0,0.0125,0.0375,0,0.01
2022-01-15T20:40:00+07:00,0,0,0.005,0,0,0,0,0.0075,0,0
2022-01-15T21:00:00+07:00,0,0,0.025,0,0,0,0.0125,0.0025,0,0
2022-01-15T21:20:00+07:00,0,0,0,0,0,0,0.0325,0,0.005,0
2022-01-15T21:40:00+07:00,0,0,0,0,0,0,0.02,0,0,0.015
2022-01-15T22:00:00+07:00,0,0,0.035,0,0,0,0,0.0025,0.0075,0
2022-01-15T22:20:00+07:00,0,0,0,0,0,0,0,0,0.005,0
2022-01-15T22:40:00+07:00,0,0,0,0,0,0,0,0,0,0
2022-01-15T23:00:00+07:00,0,0,0,0,0,0,0.01,0,0.005,0
2022-01-15T23:20:00+07:00,0,0,0.12,0,0,0,0,0,0,0.01
2022-01-15T23:40:00+07:00,0,0,0,0,0,0,0.0025,0,0,0.01
2022-01-16T00:00:00+07:00,0,0,0,0,0,0,0,0.01,0.02,0
